# ungefähr 20 % der Original-Daten 
# Quelle: https://www.kaggle.com/datasets/wspirat/poland-used-cars-offers/data
# nachbearbeitet
Marke,Modell,Preis [Zloty],Kilometerstand [km],Getriebe,Hubraum [cm3],Kraftstoff,Stadt,Region,Jahr,Alter
mercedes-benz,Mercedes-Benz Klasa V 250 d 9G-Tronic (d³ugi),244770.0,187500,Automatik,1991.0,Benzin,Kościerzyna,Pomorskie,2016,8
bmw,BMW Seria 5 520d xDrive M Sport sport,169000.0,7,Automatik,2993.0,Benzin,Koło,Wielkopolskie,2023,1
ford,Ford Focus 1.6 TDCi Edition Start,26500.0,238000,Schaltwagen,1997.0,Diesel,Rawicz,Wielkopolskie,2011,13
volkswagen,Volkswagen Passat 1.6 TDI (BlueMotion Technology) DSG Trendline,73500.0,95000,Automatik,1968.0,Diesel,Recz,Zachodniopomorskie,2017,7
peugeot,Peugeot 308 1.6 PureTech GPF GT S&S EAT8,87900.0,43000,Automatik,1199.0,Benzin,Jasienica,Śląskie,2019,5
peugeot,Peugeot 107 1.0 Trendy,7800.0,335783,Schaltwagen,1997.0,Diesel,Ostrzeszów,Wielkopolskie,2005,19
skoda,Skoda Octavia,24499.0,237000,Automatik,1896.0,Diesel,Żarki,Śląskie,2006,18
mercedes-benz,Mercedes-Benz Klasa S 320 CDI,40000.0,476000,Automatik,2143.0,Diesel,Elbląg,Warmińsko-mazurskie,2009,15
jeep,Jeep Renegade,49500.0,312441,Schaltwagen,1998.0,Benzin+LPG,Słupsk,Pomorskie,2012,12
smart,Smart Forfour passion cdi,6900.0,193377,Schaltwagen,1124.0,Benzin,Budzyń,Wielkopolskie,2004,20
ford,Ford EcoSport 1.0 EcoBoost Titanium ASS,44900.0,164123,Schaltwagen,1499.0,Diesel,Słupca,Wielkopolskie,2015,9
dodge,Dodge Grand Caravan,81000.0,141000,Automatik,3605.0,Benzin,Zakopane,Małopolskie,2018,6
mercedes-benz,Mercedes-Benz Klasa A 35 AMG 4-Matic 8G-DCT,269900.0,46000,Automatik,1950.0,Diesel,Gdańsk,Pomorskie,2020,4
volkswagen,Volkswagen Golf VIII 2.0 TSI GTI DSG,154930.0,1,Automatik,1498.0,Benzin,Kalisz,Wielkopolskie,2023,1
hyundai,Hyundai i20 1.2 Classic Plus,53999.0,1,Schaltwagen,1598.0,Benzin,Gdańsk,Pomorskie,2023,1
mercedes-benz,Mercedes-Benz Klasa C 63 AMG,129000.0,73500,Automatik,2987.0,Diesel,Polkowice,Dolnośląskie,2009,15
toyota,Toyota Land Cruiser LC 3.0 D-4D Prestige,105000.0,222000,Automatik,2200.0,Diesel,Andrychów,Małopolskie,2011,13
dodge,Dodge Viper,349000.0,83000,Schaltwagen,5654.0,Benzin,Mysłowice,Śląskie,2016,8
renault,Renault Zoe,89000.0,20,Automatik,1995.0,Diesel,Przemyśl,Podkarpackie,2022,2
volkswagen,Volkswagen Tiguan 2.0 TDI SCR 4Mot R-Line DSG,250000.0,6769,Automatik,1498.0,Benzin,Warszawa,Mazowieckie,2022,2
hyundai,Hyundai Tucson,129900.0,5,Schaltwagen,1598.0,Benzin,Gorzów Wielkopolski,Lubuskie,2023,1
volkswagen,Volkswagen up! 1.0 move,34900.0,49100,Schaltwagen,1798.0,Benzin,Jarocin,Wielkopolskie,2018,6
smart,Smart Forfour passion,9900.0,149000,Schaltwagen,599.0,Benzin,Chojnice,Pomorskie,2003,21
renault,Renault Koleos 2.0 dCi 4x4 Privilege,19900.0,305000,Automatik,1995.0,Diesel,Wrocław,Dolnośląskie,2009,15
opel,Opel Astra,14700.0,167000,Schaltwagen,1796.0,Benzin,Poznań,Wielkopolskie,2012,12
peugeot,Peugeot 208,36800.0,105021,Schaltwagen,1598.0,Benzin,Ostrów Wielkopolski,Wielkopolskie,2015,9
opel,Opel Vectra 1.9 CDTI Essentia,12500.0,152000,Schaltwagen,1998.0,Benzin,Sosnowiec,Śląskie,2009,15
volkswagen,Volkswagen Caddy 2.0 TDI Trendline,47900.0,246200,Schaltwagen,1968.0,Diesel,Olsztyn,Warmińsko-mazurskie,2015,9
seat,Seat Ibiza 1.0 Reference,37900.0,234868,Schaltwagen,1197.0,Benzin+LPG,Poznań,Wielkopolskie,2016,8
volkswagen,Volkswagen Arteon 1.5 TSI ACT Evo Elegance DSG,125000.0,96000,Automatik,1498.0,Benzin,Poznań,Wielkopolskie,2018,6
nissan,Nissan Micra,28900.0,121335,Schaltwagen,1461.0,Diesel,Rydułtowy,Śląskie,2014,10
volkswagen,Volkswagen Golf,98900.0,464,Schaltwagen,1968.0,Diesel,Myślenice,Małopolskie,2023,1
chevrolet,Chevrolet Blazer 4.3 4WD,11900.0,178000,Automatik,4300.0,Benzin,Błonie,Mazowieckie,1999,25
ford,Ford C-MAX 1.5 TDCi Start-Stop-System COOL&CONNECT,39990.0,96000,Schaltwagen,1084.0,Benzin,Stargard Szczeciński,Zachodniopomorskie,2018,6
mazda,Mazda CX-5,86900.0,122800,Automatik,2191.0,Diesel,Łódź,Łódzkie,2017,7
ford,Ford Galaxy 2.3 16V Ghia,9900.0,348000,Automatik,1896.0,Diesel,Bieliny,Świętokrzyskie,2004,20
peugeot,Peugeot 407,17000.0,198539,Automatik,2946.0,Benzin,Piaseczno,Mazowieckie,2004,20
volvo,Volvo V50 T5 Summum,22900.0,309000,Schaltwagen,2400.0,Diesel,Warszawa,Mazowieckie,2007,17
porsche,Porsche Boxster,49900.0,223000,Schaltwagen,2480.0,Benzin,Lublin,Lubelskie,1997,27
bmw,BMW X1 sDrive20d,52900.0,106000,Automatik,1995.0,Diesel,Gdańsk,Pomorskie,2019,5
peugeot,Peugeot 508 1.6 e-HDi Access S&S,27900.0,354000,Automatik,2179.0,Diesel,Kutno,Łódzkie,2012,12
renault,Renault Scenic 1.7 Blue dCi Zen,74850.0,133528,Schaltwagen,1749.0,Diesel,Liszki,Małopolskie,2019,5
nissan,Nissan X-Trail 2.0 4x2 Comfort,22000.0,250000,Schaltwagen,1240.0,Benzin,Płock,Mazowieckie,2004,20
volkswagen,Volkswagen T-Roc,79900.0,79000,Schaltwagen,1598.0,Diesel,Łysomice,Kujawsko-pomorskie,2019,5
bmw,BMW Seria 3 320d xDrive M Sport,165900.0,62300,Automatik,1998.0,Benzin,Długołęka,Dolnośląskie,2019,5
mercedes-benz,Mercedes-Benz Klasa E 220 d 9G-TRONIC Exclusive,129900.0,34380,Automatik,1991.0,Benzin,Zduńska Wola,Łódzkie,2018,6
peugeot,Peugeot Rifter 1.5 BlueHDI Active,64700.0,55065,Schaltwagen,1199.0,Benzin,Kielce,Świętokrzyskie,2015,9
volkswagen,Volkswagen Passat Variant 2.0 TDI DPF Highline,25000.0,178000,Schaltwagen,1598.0,Diesel,Toruń,Kujawsko-pomorskie,2010,14
volkswagen,Volkswagen Golf,72799.0,5,Schaltwagen,1498.0,Benzin,Modlniczka,Małopolskie,2023,1
smart,Smart Forfour pulse,7200.0,226035,Schaltwagen,1124.0,Benzin,Głuszyca,Dolnośląskie,2004,20
volkswagen,Volkswagen Golf Plus 2.0 TDI Comfortline,10900.0,194000,Schaltwagen,1198.0,Benzin,Witkowo,Wielkopolskie,2007,17
volkswagen,Volkswagen ID.3 58kWh Pro Performance,172900.0,89996,Automatik,1968.0,Diesel,Włocławek,Kujawsko-pomorskie,2020,4
renault,Renault Clio 0.9 TCe Limited,44900.0,104912,Schaltwagen,1598.0,Diesel,Łask,Łódzkie,2016,8
opel,Opel Astra VI 1.2 T Elegance S&S,112000.0,2,Schaltwagen,1499.0,Diesel,Białystok,Podlaskie,2023,1
hyundai,Hyundai i40 1.6 GDI Comfort +,44990.0,194289,Schaltwagen,1591.0,Benzin,Sosnowiec,Śląskie,2013,11
kia,Kia Ceed Cee'd 1.4 Comfort,20900.0,248000,Schaltwagen,1591.0,Benzin,Bełchatów,Łódzkie,2014,10
mercedes-benz,Mercedes-Benz CL,144900.0,240000,Automatik,2987.0,Diesel,Gdańsk,Pomorskie,2008,16
volkswagen,Volkswagen Polo 1.6 TDI DSG,31200.0,186865,Automatik,1968.0,Diesel,Bełchatów,Łódzkie,2014,10
opel,Opel Insignia 2.0 CDTI Elite S&S,86900.0,240100,Automatik,1956.0,Diesel,Mysłowice,Śląskie,2015,9
honda,Honda HR-V 1.5 Comfort,93400.0,22571,Schaltwagen,1500.0,Benzin,Pszów,Śląskie,2020,4
volkswagen,Volkswagen Golf VII 1.6 TDI BMT Highline,54900.0,305000,Schaltwagen,1968.0,Diesel,Szczury,Wielkopolskie,2015,9
porsche,Porsche 911 Carrera Cabrio,150000.0,109645,Schaltwagen,3600.0,Benzin,Poznań,Wielkopolskie,2004,20
bmw,BMW Seria 2,254300.0,8000,Automatik,1995.0,Diesel,Katowice,Śląskie,2022,2
mercedes-benz,Mercedes-Benz Klasa A 200 CDI 7G-DCT AMG Line,64000.0,260000,Automatik,2143.0,Diesel,Łódź,Łódzkie,2014,10
opel,Opel Signum 1.9 CDTI Cosmo,8600.0,183515,Schaltwagen,1199.0,Benzin+LPG,Dąbrowa Chełmińska,Kujawsko-pomorskie,2003,21
volkswagen,Volkswagen Polo 1.2 12V Sportline,8990.0,244819,Schaltwagen,1598.0,Benzin,Świdnik,Lubelskie,2006,18
honda,Honda Jazz 1.4 LS,12900.0,91000,Schaltwagen,1997.0,Benzin,Buczek,Łódzkie,2009,15
opel,Opel Corsa 1.4 Turbo ecoFLEX Start/Stop Active,35999.0,135000,Schaltwagen,,Benzin,Mogilno,Kujawsko-pomorskie,2018,6
mercedes-benz,Mercedes-Benz GLE Coupe 300 d mHEV 4-Matic AMG Line,399999.0,67000,Automatik,1950.0,Diesel,Warszawa,Mazowieckie,2021,3
mini,MINI Cooper D,49990.0,149951,Automatik,1598.0,Benzin,Warszawa,Mazowieckie,2011,13
peugeot,Peugeot 308,9000.0,296000,Schaltwagen,1560.0,Diesel,Międzyrzec Podlaski,Lubelskie,2009,15
mercedes-benz,Mercedes-Benz Klasa A,63000.0,96500,Schaltwagen,1461.0,Diesel,Katowice,Śląskie,2017,7
bmw,BMW X3 xDrive20d,109750.0,85314,Automatik,1997.0,Benzin,Kłecko,Wielkopolskie,2015,9
bmw,BMW Z3,56580.0,133000,Automatik,3600.0,Benzin,Iława,Warmińsko-mazurskie,2002,22
toyota,Toyota Auris 1.33 VVT-i Active,47900.0,10550,Schaltwagen,1329.0,Benzin,Częstochowa,Śląskie,2016,8
mercedes-benz,Mercedes-Benz Klasa C AMG 63,349900.0,95870,Automatik,2925.0,Diesel,Poznań,Wielkopolskie,2019,5
volkswagen,Volkswagen Jetta 1.6 Trendline,9040.0,299323,Schaltwagen,1390.0,Benzin,Wiry,Wielkopolskie,2009,15
peugeot,Peugeot 308 SW PureTech 130 Stop & Start GT-Line Edition,59900.0,125821,Schaltwagen,1560.0,Diesel,Świebodzin,Lubuskie,2018,6
smart,Smart Forfour passion cdi,6900.0,193377,Schaltwagen,1124.0,Benzin,Budzyń,Wielkopolskie,2004,20
alfa-romeo,Alfa Romeo Giulietta,41900.0,66027,Automatik,1995.0,Benzin,Tomaszów Mazowiecki,Łódzkie,2018,6
bmw,BMW X4 xDrive30i GPF xLine sport,166000.0,197883,Automatik,2998.0,Benzin,Wrocław,Dolnośląskie,2015,9
seat,Seat Cordoba,3800.0,153752,Schaltwagen,1595.0,Benzin,Swarzędz,Wielkopolskie,1999,25
honda,Honda Stream 1.7i ES,9500.0,227000,Schaltwagen,2204.0,Diesel,Trzebnica,Dolnośląskie,2003,21
ford,Ford Mondeo Turnier 2.0 TDCi Start-Stopp Titanium,67900.0,113800,Schaltwagen,1498.0,Diesel,Częstochowa,Śląskie,2017,7
renault,Renault Captur 1.3 TCe mHEV R.S Line,115500.0,1,Schaltwagen,1332.0,Benzin,Wałbrzych,Dolnośląskie,2023,1
volkswagen,Volkswagen up!,39347.0,153498,Schaltwagen,1968.0,Diesel,Stalowa Wola,Podkarpackie,2019,5
volkswagen,Volkswagen T-Roc,117500.0,1,Schaltwagen,1498.0,Benzin,Częstochowa,Śląskie,2023,1
volkswagen,Volkswagen Transporter,39000.0,240000,Schaltwagen,1595.0,Benzin,Strożęcin,Mazowieckie,1999,25
citroen,Citroën C2,6000.0,219000,Schaltwagen,1398.0,Diesel,Tychy,Śląskie,2004,20
nissan,Nissan Note 1.4 Visia AC/CD,13500.0,171000,Schaltwagen,1598.0,Benzin,Kiełczów,Dolnośląskie,2007,17
citroen,Citroën Berlingo 1.4i Multispace,3200.0,150000,Schaltwagen,1587.0,Benzin,Warszawa,Mazowieckie,1999,25
skoda,Skoda Fabia 1.0 TSI Ambition,82900.0,25250,Schaltwagen,999.0,Benzin,Kraków,Małopolskie,2021,3
toyota,Toyota Verso 1.6 5-Sitzer Edition-S,37666.0,164000,Schaltwagen,998.0,Benzin,Kalety,Śląskie,2011,13
peugeot,Peugeot 308 1.5 BlueHDi Active S&S,48900.0,150000,Schaltwagen,1560.0,Diesel,Staszów,Świętokrzyskie,2018,6
opel,Opel Astra V 1.2 T GS Line S&S,67900.0,5,Schaltwagen,1199.0,Benzin,Nysa,Opolskie,2023,1
opel,Opel Astra 1.4 Turbo Design Edition,27900.0,147000,Schaltwagen,1364.0,Benzin,Elbląg,Warmińsko-mazurskie,2011,13
nissan,Nissan Patrol 3.0 DiT Luxury,89000.0,198000,Schaltwagen,1995.0,Diesel,Piła,Wielkopolskie,2008,16
renault,Renault Clio 1.0 TCe Zen,49900.0,1,Schaltwagen,1332.0,Benzin,Wieliczka,Małopolskie,2023,1
seat,Seat Tarraco 2.0 TDI Xcellence S&S,111500.0,66000,Schaltwagen,999.0,Benzin,Wrocław,Dolnośląskie,2018,6
mercedes-benz,Mercedes-Benz Klasa E 220 T CDI DPF BlueEFFICIENCY Automatik,39900.0,205000,Automatik,6208.0,Benzin,Stoczek Łukowski,Lubelskie,2010,14
nissan,Nissan Qashqai 1.2 DIG-T Acenta,54900.0,192100,Schaltwagen,1600.0,Diesel,Jemielnica,Opolskie,2014,10
ford,Ford Grand C-MAX,32500.0,169000,Schaltwagen,1596.0,Benzin,Krotoszyn,Wielkopolskie,2012,12
volvo,Volvo V40 2.0,3399.0,276000,Schaltwagen,1984.0,Benzin,Nasielsk,Mazowieckie,1999,25
renault,Renault Laguna,35000.0,103698,Schaltwagen,898.0,Benzin,Tarnowskie Góry,Śląskie,2016,8
volkswagen,Volkswagen up! Eco (BlueMotion Technology) move,23300.0,130000,Schaltwagen,999.0,Benzin+CNG,Kobielice,Śląskie,2013,11
seat,Seat Leon 1.6 TDI Reference,24900.0,39968,Schaltwagen,1198.0,Benzin,Ruda Śląska,Śląskie,2012,12
hyundai,Hyundai Santa Fe 2.0 CRDi Executive,64900.0,128000,Schaltwagen,1582.0,Diesel,Brzozów,Podkarpackie,2013,11
ford,Ford Fiesta 1.4 Ambiente,6500.0,291000,Schaltwagen,1997.0,Diesel,Gdańsk,Pomorskie,2008,16
toyota,Toyota Auris,64600.0,120000,Automatik,1798.0,hybrid,Nowy Dwór Mazowiecki,Mazowieckie,2016,8
peugeot,Peugeot 308 1.6 BlueHDi Allure S&S EAT6,33900.0,240000,Automatik,1997.0,Diesel,Wielgolas Brzeziński,Mazowieckie,2015,9
audi,Audi A7 45 TFSI mHEV Quattro S tronic,277900.0,35000,Automatik,1498.0,Benzin,Lublin,Lubelskie,2021,3
opel,Opel Insignia,32900.0,166323,Schaltwagen,1364.0,Benzin,Wilchta,Mazowieckie,2010,14
hyundai,Hyundai I30,26900.0,216283,Schaltwagen,1582.0,Diesel,Czechowice-Dziedzice,Śląskie,2011,13
toyota,Toyota Aygo,48900.0,5,Schaltwagen,1499.0,Diesel,Chorzów,Śląskie,2023,1
porsche,Porsche 911 Carrera 4,249911.0,154000,Schaltwagen,2480.0,Benzin,Gdańsk,Pomorskie,1999,25
mercedes-benz,Mercedes-Benz GL 63 AMG,299000.0,88000,Automatik,2987.0,Diesel,Gdynia,Pomorskie,2014,10
hyundai,Hyundai i20 1.2 Fresh,32999.0,153330,Schaltwagen,1685.0,Diesel,Ełk,Warmińsko-mazurskie,2017,7
citroen,Citroën XM 3.0 Exclusive,18900.0,177000,Schaltwagen,1587.0,Benzin,Łódź,Łódzkie,1999,25
hyundai,Hyundai Tucson 2.0 CRDi Style,27999.0,203747,Schaltwagen,1975.0,Benzin+LPG,Kraków,Małopolskie,2007,17
mercedes-benz,Mercedes-Benz Klasa S 560 4-Matic L 9G-TRONIC,369000.0,109000,Automatik,1461.0,Diesel,Przecław,Zachodniopomorskie,2019,5
volkswagen,Volkswagen Tiguan,38500.0,66250,Schaltwagen,1390.0,Benzin,Szpetal Górny,Kujawsko-pomorskie,2013,11
peugeot,Peugeot 308,54500.0,50164,Schaltwagen,1499.0,Diesel,Warszawa,Mazowieckie,2019,5
peugeot,Peugeot 307 CC,6900.0,162000,Schaltwagen,1360.0,Benzin,Kościan,Wielkopolskie,2009,15
bmw,BMW Seria 3,52000.0,249854,Automatik,1995.0,Diesel,Warszawa,Mazowieckie,2011,13
mercedes-benz,Mercedes-Benz Klasa E,87500.0,126000,Automatik,2143.0,Diesel,Szczecin,Zachodniopomorskie,2015,9
opel,Opel Mokka,37000.0,113000,Automatik,1956.0,Diesel,Wrocław,Dolnośląskie,2019,5
volkswagen,Volkswagen Passat 2.0 TDI DPF Comfortline,26999.0,353091,Schaltwagen,1896.0,Diesel,Żywocice,Opolskie,2008,16
bmw,BMW X6 40d xDrive,75000.0,161000,Automatik,1995.0,Diesel,Gdańsk,Pomorskie,2012,12
volkswagen,Volkswagen Touran 2.0 TDI BMT Comfortline,30900.0,109175,Schaltwagen,1395.0,Benzin,Nieborowice,Śląskie,2015,9
bmw,BMW X2 sDrive20i GPF Advantage,68900.0,73253,Automatik,1997.0,Benzin,Węgierska Górka,Śląskie,2017,7
peugeot,Peugeot 208 1.2 VTi Business Line,26900.0,82000,Schaltwagen,1360.0,Benzin,Łopuszno,Świętokrzyskie,2010,14
honda,Honda CR-V,67700.0,97480,Schaltwagen,1498.0,Benzin,Ostrołęka,Mazowieckie,2017,7
toyota,Toyota Avensis 2.0 D-4D Premium,55900.0,68276,Schaltwagen,1598.0,Benzin,Pionki,Mazowieckie,2017,7
mercedes-benz,Mercedes-Benz Klasa A,16900.0,268000,Automatik,3498.0,Benzin+LPG,Szczecin,Zachodniopomorskie,2007,17
volkswagen,Volkswagen Polo,10700.0,189000,Schaltwagen,1390.0,Benzin,Białystok,Podlaskie,2006,18
opel,Opel Astra V 1.4 T Enjoy,59900.0,166316,Schaltwagen,1364.0,Benzin,Janki,Mazowieckie,2015,9
renault,Renault Talisman,71900.0,33000,Schaltwagen,1332.0,Benzin,Zamość,Lubelskie,2019,5
seat,Seat Leon 1.5 TSI FR,118900.0,61100,Schaltwagen,999.0,Benzin,Łódź,Łódzkie,2020,4
renault,Renault Scenic 1.5 dCi Tech Run,14500.0,170000,Schaltwagen,1461.0,Diesel,Bachórz,Podkarpackie,2012,12
nissan,Nissan X-Trail 1.6 DCi Tekna 4WD EU6,82900.0,150000,Schaltwagen,1598.0,Diesel,Zgorzelec,Dolnośląskie,2016,8
renault,Renault Laguna 2.0 dCi FAP Dynamique,17700.0,272500,Automatik,2958.0,Diesel,Zawadów,Lubelskie,2006,18
renault,Renault Megane,49900.0,92231,Schaltwagen,1197.0,Benzin,Katowice,Śląskie,2016,8
volkswagen,Volkswagen Passat 2.0 TDI DPF BlueMot Comfortline,17900.0,223000,Schaltwagen,1595.0,Benzin,Nowa Słupia,Świętokrzyskie,2008,16
hyundai,Hyundai Elantra 1.6 Classic +,36900.0,227500,Schaltwagen,1998.0,Benzin,Kielce,Świętokrzyskie,2010,14
opel,Opel Corsa,64501.0,99000,Schaltwagen,1496.0,Diesel,Łódź,Łódzkie,2020,4
opel,Opel Zafira 1.8 Elegance,23800.0,220000,Schaltwagen,1910.0,Diesel,Lidzbark Warmiński,Warmińsko-mazurskie,2007,17
volkswagen,Volkswagen Touran,18900.0,362000,Automatik,2461.0,Diesel,Świebodzin,Lubuskie,2007,17
bmw,BMW X4 xDrive30d Edycja M Sport,137000.0,109000,Automatik,2993.0,Diesel,Łowicz,Łódzkie,2019,5
kia,Kia Rio 1.1 crdi L,31500.0,162000,Schaltwagen,1368.0,Benzin,Kielce,Świętokrzyskie,2018,6
toyota,Toyota Auris 1.4 D-4D Active,29900.0,189000,Schaltwagen,2231.0,Diesel,Łańcut,Podkarpackie,2010,14
renault,Renault Clio 1.5 dCi Alize,24800.0,223000,Schaltwagen,1461.0,Diesel,Ostrzeszów,Wielkopolskie,2011,13
opel,Opel Astra IV 1.6 EU6,59900.0,51000,Schaltwagen,1229.0,Benzin,Kielce,Świętokrzyskie,2016,8
kia,Kia Sportage,122390.0,10,Schaltwagen,1482.0,Benzin,Łódź,Łódzkie,2023,1
bmw,BMW Seria 5 520d Touring Luxury Line,25000.0,279000,Automatik,2993.0,Diesel,Sanok,Podkarpackie,2012,12
renault,Renault Clio 1.2 16V Alize,3000.0,90000,Automatik,1200.0,Benzin,Wałbrzych,Dolnośląskie,2003,21
volkswagen,Volkswagen Passat,65900.0,98524,Automatik,1390.0,Benzin,Elbląg,Warmińsko-mazurskie,2013,11
toyota,Toyota Prius (Hybrid) Sol,24999.0,355300,Automatik,2982.0,Diesel,Elbląg,Warmińsko-mazurskie,2003,21
toyota,Toyota Auris 1.33 Dual-VVT-i,54900.0,177600,Schaltwagen,1598.0,Diesel,Grudziądz,Kujawsko-pomorskie,2015,9
opel,Opel Meriva,9700.0,139132,Schaltwagen,1598.0,Benzin,Piaseczno,Mazowieckie,2002,22
toyota,,144900.0,220311,Automatik,2982.0,Diesel,Słupsk,Pomorskie,2015,9
kia,Kia Sportage 1.7 CRDI 2WD Vision,79800.0,28600,Schaltwagen,1591.0,Benzin,Sierakowice,Pomorskie,2018,6
volkswagen,Volkswagen Passat 2.0 TDI BMT Highline DSG,72900.0,145000,Automatik,1968.0,Diesel,Grodzisk Mazowiecki,Mazowieckie,2016,8
peugeot,Peugeot 206,6600.0,210500,Automatik,2946.0,Benzin+LPG,Kielce,Świętokrzyskie,2003,21
kia,Kia Sportage 1.6 GDI Business Line 2WD,75900.0,174705,Schaltwagen,1582.0,Diesel,Świnoujście,Zachodniopomorskie,2015,9
toyota,Toyota Auris 1.6 VVT-i Sol MM,18900.0,332148,Automatik,2982.0,Diesel,Korzenna,Małopolskie,2005,19
seat,Seat Altea,21900.0,163000,Schaltwagen,1390.0,Benzin,Krosno,Podkarpackie,2011,13
renault,Renault Arkana 1.6 E-TECH R.S Line MMT,137500.0,35910,Automatik,999.0,Benzin,Kraków,Małopolskie,2020,4
smart,Smart Forfour,7990.0,204000,Schaltwagen,1124.0,Benzin,Paniówki,Śląskie,2004,20
peugeot,Peugeot 207 1.4 16V Trendy,15500.0,167000,Schaltwagen,998.0,Benzin,Przasnysz,Mazowieckie,2007,17
seat,Seat Alhambra,16900.0,246000,Schaltwagen,1896.0,Diesel,Niemcza,Dolnośląskie,2004,20
bmw,BMW Seria 5 540i xDrive GPF M Sport sport,187000.0,143000,Automatik,4395.0,Benzin,Tarnowskie Góry,Śląskie,2016,8
seat,Seat Arona,72900.0,79300,Schaltwagen,1000.0,Benzin,Myślenice,Małopolskie,2019,5
volvo,Volvo XC 70,24000.0,168016,Automatik,2401.0,Diesel,Poznań,Wielkopolskie,2003,21
hyundai,Hyundai ix35 1.6 GDI Comfort 2WD,46900.0,109336,Schaltwagen,1591.0,Benzin,Biała Podlaska,Lubelskie,2012,12
ford,Ford EcoSport 1.5 TDCi,43900.0,259000,Schaltwagen,1997.0,Diesel,Krotoszyn,Wielkopolskie,2014,10
nissan,Nissan Note,33000.0,120000,Schaltwagen,1598.0,Diesel,Ostróda,Warmińsko-mazurskie,2014,10
volkswagen,Volkswagen Golf,62900.0,161629,Schaltwagen,1598.0,Diesel,Grabów nad Prosną,Wielkopolskie,2017,7
seat,Seat Leon 1.9 TDI Style,13900.0,197000,Schaltwagen,1197.0,Benzin,Kartuzy,Pomorskie,2011,13
volkswagen,Volkswagen Polo 1.6 TDI SCR Trendline,47900.0,115000,Schaltwagen,999.0,Benzin,Warszawa,Mazowieckie,2017,7
opel,Opel Insignia,76400.0,189450,Automatik,1956.0,Diesel,Łajski,Mazowieckie,2018,6
infiniti,Infiniti FX FX45,28000.0,221000,Automatik,3696.0,Benzin,Ostrołęka,Mazowieckie,2008,16
audi,Audi S8 4.2 Quattro Tiptronic,23000.0,360305,Automatik,2393.0,Benzin,Glinianka,Mazowieckie,1998,26
renault,Renault Laguna,7500.0,266501,Automatik,1998.0,Benzin,Gorzów Wielkopolski,Lubuskie,2007,17
opel,Opel Crossland X 1.2 T Eco Design Line S&S,59999.0,11217,Schaltwagen,1229.0,Benzin,Buk,Wielkopolskie,2019,5
mini,MINI Cooper SE,139000.0,16000,Automatik,1998.0,Benzin,Lublin,Lubelskie,2020,4
ford,Ford EcoSport 1.0 EcoBoost GPF Active ASS,47900.0,207000,Schaltwagen,1498.0,Diesel,Zduńska Wola,Łódzkie,2018,6
seat,Seat Leon,56000.0,159059,Schaltwagen,1598.0,Diesel,Oleśnica,Dolnośląskie,2019,5
peugeot,Peugeot 508 1.6 T Allure,16900.0,218000,Schaltwagen,1560.0,Diesel,Warszawa,Mazowieckie,2010,14
volkswagen,Volkswagen Passat,13500.0,525250,Schaltwagen,1896.0,Diesel,Grudziądz,Kujawsko-pomorskie,2007,17
volvo,Volvo V70 2.0D Momentum,20900.0,251000,Schaltwagen,1997.0,Diesel,Płock,Mazowieckie,2008,16
hyundai,Hyundai Tucson 1.7 CRDI BlueDrive Classic 2WD,73900.0,144333,Schaltwagen,1368.0,Benzin,Rypin,Kujawsko-pomorskie,2019,5
renault,Renault Clio 1.0 TCe Zen,63900.0,9014,Schaltwagen,1332.0,Benzin,Poznań,Wielkopolskie,2022,2
opel,Opel Astra OPC Start/Stop,68900.0,209000,Schaltwagen,1995.0,Diesel,Kostrzyn,Wielkopolskie,2013,11
volkswagen,Volkswagen Polo 1.2 Team,21500.0,310320,Schaltwagen,2460.0,Diesel,Gostynin,Mazowieckie,2008,16
volkswagen,Volkswagen T-Cross,135000.0,10,Automatik,1968.0,Diesel,Łódź,Łódzkie,2023,1
mercedes-benz,Mercedes-Benz ML 350 BlueTec 4-Matic,90900.0,135450,Automatik,1796.0,Benzin,Legnica,Dolnośląskie,2011,13
renault,Renault Captur,46200.0,105000,Schaltwagen,1197.0,Benzin,Koszalin,Zachodniopomorskie,2017,7
opel,Opel Vivaro 1.6 CDTI L1H1,77000.0,213123,Schaltwagen,1598.0,Diesel,Sosnowiec,Śląskie,2018,6
opel,Opel Insignia 2.0 CDTI Edition,22900.0,213500,Automatik,1956.0,Diesel,Lublin,Lubelskie,2011,13
toyota,Toyota 4-Runner,32900.0,194563,Automatik,1998.0,Benzin,Nieborowice,Śląskie,2003,21
bmw,BMW Seria 5 530d xDrive Luxury Line,52900.0,216000,Automatik,1995.0,Diesel,Sępólno Krajeńskie,Kujawsko-pomorskie,2010,14
opel,Opel Insignia,28900.0,111000,Schaltwagen,1362.0,Benzin,Stara Wieś,Łódzkie,2012,12
opel,Opel Astra,23900.0,238515,Schaltwagen,1686.0,Diesel,Kaliska Kościerskie,Pomorskie,2013,11
jeep,Jeep Wrangler,78500.0,123000,Schaltwagen,1956.0,Diesel,Olsztyn,Warmińsko-mazurskie,2014,10
opel,Opel Insignia 2.0 T Sport 4x4,30999.0,76000,Automatik,1910.0,Diesel,Elbląg,Warmińsko-mazurskie,2006,18
volkswagen,Volkswagen Passat 2.0 TDI Trendline,15000.0,182000,Schaltwagen,1390.0,Benzin,Rusinów,Śląskie,2006,18
